date,year,month,day,depth,observer,Dome,common_name,sizeclass,count,fish_spp,common_family,latin_family,foodweb,a,b,biomass,density,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,,matt,4,bicolor_damselfish,5,1,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,1.878745213,0.016666667,,,,,,,,,,,,,,,,
08-Apr-23,2023,April,8,,LLG,control,bicolor_damselfish,5,1,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,1.878745213,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,1,bicolor_damselfish,5.00,1,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,1.878745213,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,3,bicolor_damselfish,5,1,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,1.878745213,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,5,bicolor_damselfish,5,1,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,1.878745213,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,23,,matt,4,bicolor_damselfish,5,1,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,1.878745213,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,2,redtail_parrotfish_terminal,5,1,Sparisoma_chrysopterum,parrotfish,Scaridae,Herbivore,0.0129,3.1,1.894073046,0.016666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,ADC,3,princess_parrotfish_initial,5,1,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,1.940203515,0.016666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,ADC,4,princess_parrotfish_initial,5,1,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,1.940203515,0.016666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,4,princess_parrotfish_initial,5,1,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,1.940203515,0.016666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,3,princess_parrotfish_initial,5,1,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,1.940203515,0.016666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,70,GGG,2,princess_parrotfish_initial,5,1,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,1.940203515,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,2,longspine_squirrelfish,5,1,Holocentrus_rufus,squirrelfish,Holocentridae,Invertivore,0.0186,2.89,1.947763651,0.016666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,ADC,3,striped_parrotfish_initial,5,1,Scarus_iseri,parrotfish,Scaridae,Herbivore,0.0158,3.02,2.039607029,0.016666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,,matt,1,striped_parrotfish_initial,5.00,1,Scarus_iseri,parrotfish,Scaridae,Herbivore,0.0158,3.02,2.039607029,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,1,striped_parrotfish_initial,5,1,Scarus_iseri,parrotfish,Scaridae,Herbivore,0.0158,3.02,2.039607029,0.016666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,3,cocoa_damselfish,5,1,Stegastes_variabilis,damselfish,Pomacentridae,Omnivore,0.01698,2.99,2.088613106,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,5,cocoa_damselfish,5,1,Stegastes_variabilis,damselfish,Pomacentridae,Omnivore,0.01698,2.99,2.088613106,0.016666667,,,,,,,,,,,,,,,,
08-Apr-23,2023,April,8,,matt,control,longfin_damselfish,5,1,Stegastes_diencaeus,damselfish,Pomacentridae,Omnivore,0.0195,2.99,2.398583956,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,3,longfin_damselfish,5.00,1,Stegastes_diencaeus,damselfish,Pomacentridae,Omnivore,0.0195,2.99,2.398583956,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,1,dusky_damselfish,5,1,Stegastes_adustus,damselfish,Pomacentridae,Omnivore,0.0195,2.99,2.398583956,0.016666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,,matt,4,threespot_damselfish,5.00,1.00,Stegastes_planifrons,damselfish,Pomacentridae,Omnivore,0.02138,2.96,2.505872175,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,5,threespot_damselfish,5,1,Stegastes_planifrons,damselfish,Pomacentridae,Omnivore,0.02138,2.96,2.505872175,0.016666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,3,blueheaded_wrasse,5,2,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,2.620375883,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,5,blueheaded_wrasse,5,2,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,2.620375883,0.033333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,,matt,4,creole_wrasse,5.00,2.00,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,2.67221428,0.033333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,,matt,1,stoplight_parrotfish_terminal,5.00,1.00,Sparisoma_viride,parrotfish,Scaridae,Herbivore,0.0257,2.93,2.870220329,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,4,stoplight_parrotfish_initial,5,1,Sparisoma_viride,parrotfish,Scaridae,Herbivore,0.0257,2.93,2.870220329,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,2,longsnout_butterflyfish,5.00,1,Prognathodes_aculeatus,butterflyfish,Chaetodontidae,Invertivore,0.02239,3.02,2.890303885,0.016666667,,,,,,,,,,,,,,,,
08-Apr-23,2023,April,8,65,GGG,control,fairy_basslet,5,2,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,2.991518313,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,3,fairy_basslet,5.00,2,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,2.991518313,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,1,fairy_basslet,5.00,2,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,2.991518313,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,1,fairy_basslet,5,2,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,2.991518313,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,40,,matt,2,fairy_basslet,5,2,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,2.991518313,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,1,sharpnose_puffer,5.00,1,Canthigaster_rostrata,puffer,Tetraodontidae,Omnivore,0.02818,2.94,3.198252894,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,1,sharpnose_puffer,5,1,Canthigaster_rostrata,puffer,Tetraodontidae,Omnivore,0.02818,2.94,3.198252894,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,4,sharpnose_puffer,5,1,Canthigaster_rostrata,puffer,Tetraodontidae,Omnivore,0.02818,2.94,3.198252894,0.016666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,5,sharpnose_puffer,5,1,Canthigaster_rostrata,puffer,Tetraodontidae,Omnivore,0.02818,2.94,3.198252894,0.016666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,5,blue_chromis,5,2,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,3.638467354,0.033333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,ADC,4,bicolor_damselfish,5,2,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,3.757490426,0.033333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,4,bicolor_damselfish,5,2,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,3.757490426,0.033333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,,matt,2,bicolor_damselfish,5.00,2.00,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,3.757490426,0.033333333,,,,,,,,,,,,,,,,
08-Apr-23,2023,April,8,,matt,control,bicolor_damselfish,5,2,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,3.757490426,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,1,bicolor_damselfish,5,2,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,3.757490426,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,3,bicolor_damselfish,5,2,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,3.757490426,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,5,bicolor_damselfish,5,2,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,3.757490426,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,2,bicolor_damselfish,5.00,2,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,3.757490426,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,control,bicolor_damselfish,5.00,2,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,3.757490426,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,3,bicolor_damselfish,5.00,2,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,3.757490426,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,2,bicolor_damselfish,5,2,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,3.757490426,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,1,princess_parrotfish_initial,5,2,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,3.880407031,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,3,princess_parrotfish_initial,5,2,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,3.880407031,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,1,princess_parrotfish_initial,5.00,2,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,3.880407031,0.033333333,,,,,,,,,,,,,,,,
08-Apr-23,2023,April,8,65,GGG,control,blueheaded_wrasse,5,3,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,3.930563825,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,3,blueheaded_wrasse,5,3,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,3.930563825,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,2,blueheaded_wrasse,5.00,3,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,3.930563825,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,control,foureye_butterflyfish,5.00,1,Chaetodon_capistratus,butterflyfish,Chaetodontidae,Invertivore,0.0234,3.19,3.971276915,0.016666667,,,,,,,,,,,,,,,,
08-Apr-23,2023,April,8,,LLG,control,creole_wrasse,5,3,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,4.008321421,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,4,striped_parrotfish_terminal,5,2,Scarus_iseri,parrotfish,Scaridae,Herbivore,0.0158,3.02,4.079214059,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,control,striped_parrotfish_terminal,5,2,Scarus_iseri,parrotfish,Scaridae,Herbivore,0.0158,3.02,4.079214059,0.033333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,5,fairy_basslet,5,3,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,4.487277469,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,3,fairy_basslet,5,3,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,4.487277469,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,5,yellowhead_wrasse,5,3,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,4.697719357,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,4,yellowhead_wrasse,5,3,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,4.697719357,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,3,yellowhead_wrasse,5,3,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,4.697719357,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,1,yellowhead_wrasse,5,3,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,4.697719357,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,control,yellowhead_wrasse,5,3,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,4.697719357,0.05,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,ADC,3,longfin_damselfish,5,2,Stegastes_diencaeus,damselfish,Pomacentridae,Omnivore,0.0195,2.99,4.797167911,0.033333333,,,,,,,,,,,,,,,,
08-Apr-23,2023,April,8,65,GGG,control,longfin_damselfish,5,2,Stegastes_diencaeus,damselfish,Pomacentridae,Omnivore,0.0195,2.99,4.797167911,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,control,dusky_damselfish,5,2,Stegastes_adustus,damselfish,Pomacentridae,Omnivore,0.0195,2.99,4.797167911,0.033333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,3,threespot_damselfish,5,2,Stegastes_planifrons,damselfish,Pomacentridae,Omnivore,0.02138,2.96,5.011744349,0.033333333,,,,,,,,,,,,,,,,
08-Apr-23,2023,April,8,,LLG,control,threespot_damselfish,5,2,Stegastes_planifrons,damselfish,Pomacentridae,Omnivore,0.02138,2.96,5.011744349,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,12,,matt,5,threespot_damselfish,5,2,Stegastes_planifrons,damselfish,Pomacentridae,Omnivore,0.02138,2.96,5.011744349,0.033333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,5,blueheaded_wrasse,5,4,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,5.240751766,0.066666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,5,blueheaded_wrasse,5,4,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,5.240751766,0.066666667,,,,,,,,,,,,,,,,
08-Apr-23,2023,April,8,,matt,control,blue_chromis,5,3,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,5.457701032,0.05,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,ADC,1,redband_parrotfish_initial,5,3,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,5.585507382,0.05,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,4,redband_parrotfish_initial,5,3,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,5.585507382,0.05,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,3,redband_parrotfish_initial,5,3,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,5.585507382,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,3,redband_parrotfish_initial,5,3,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,5.585507382,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,4,stoplight_parrotfish_initial,5,2,Sparisoma_viride,parrotfish,Scaridae,Herbivore,0.0257,2.93,5.740440657,0.033333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,20,JLR,1,fairy_basslet,5.00,4,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,5.983036626,0.066666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,5,fairy_basslet,5,4,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,5.983036626,0.066666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,,matt,1,yellowhead_wrasse,5.00,4.00,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,6.263625809,0.066666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,3,yellowhead_wrasse,5,4,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,6.263625809,0.066666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,2,yellowhead_wrasse,5,4,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,6.263625809,0.066666667,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,3,cocoa_damselfish,5,3,Stegastes_variabilis,damselfish,Pomacentridae,Omnivore,0.01698,2.99,6.265839318,0.05,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,5,sharpnose_puffer,5,2,Canthigaster_rostrata,puffer,Tetraodontidae,Omnivore,0.02818,2.94,6.396505788,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,3,blueheaded_wrasse,5.00,5,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,6.550939708,0.083333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,ADC,1,creole_wrasse,5,5,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,6.680535701,0.083333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,,matt,4,blue_chromis,5.00,4.00,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,7.276934709,0.066666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,ADC,1,fairy_basslet,5,5,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,7.478795782,0.083333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,23,JLR,5,fairy_basslet,5.00,5,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,7.478795782,0.083333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,3,fairy_basslet,5,5,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,7.478795782,0.083333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,5,fairy_basslet,5,5,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,7.478795782,0.083333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,49,,matt,control,bicolor_damselfish,5,4,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,7.514980852,0.066666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,ADC,3,yellowhead_wrasse,5,5,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,7.829532261,0.083333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,3,yellowhead_wrasse,5,5,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,7.829532261,0.083333333,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,,matt,2,yellowhead_wrasse,5.00,5.00,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,7.829532261,0.083333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,4,foureye_butterflyfish,5,2,Chaetodon_capistratus,butterflyfish,Chaetodontidae,Invertivore,0.0234,3.19,7.94255383,0.033333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,LLG,1,creole_wrasse,5,6,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,8.016642841,0.1,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,GGG,3,fairy_basslet,5,6,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,8.974554939,0.1,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,,matt,4,fairy_basslet,5.00,6.00,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,8.974554939,0.1,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,22,JLR,2,fairy_basslet,5.00,6,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,8.974554939,0.1,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,4,fairy_basslet,5,6,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,8.974554939,0.1,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,,matt,5,blue_chromis,5,5,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,9.096168386,0.083333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,1,blueheaded_wrasse,5,7,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,9.171315591,0.116666667,,,,,,,,,,,,,,,,
06-Apr-23,2023,April,6,60,ADC,3,redband_parrotfish_initial,5,5,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,9.30917897,0.083333333,,,,,,,,,,,,,,,,
11-Apr-23,2023,April,11,60,ADC,4,redband_parrotfish_initial,5,5,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,9.30917897,0.083333333,,,,,,,,,,,,,,,,
